contador, fecha, hora, temperatura_lata, temperatura_ambiente
1031, 21-6-2019, 9:15:0, 30.12, 34.21
1032, 21-6-2019, 9:16:0, 30.12, 33.72
1033, 21-6-2019, 9:17:0, 30.19, 33.24
1034, 21-6-2019, 9:18:0, 30.31, 33.24
1035, 21-6-2019, 9:19:0, 30.37, 33.72
1036, 21-6-2019, 9:20:0, 30.44, 34.21
1037, 21-6-2019, 9:21:0, 30.50, 34.7
1038, 21-6-2019, 9:22:0, 30.50, 33.72
1039, 21-6-2019, 9:23:0, 30.44, 33.24
1040, 21-6-2019, 9:24:0, 30.50, 33.72
1041, 21-6-2019, 9:25:0, 30.56, 33.72
1042, 21-6-2019, 9:26:0, 30.69, 33.24
1043, 21-6-2019, 9:27:0, 30.69, 33.24
1044, 21-6-2019, 9:28:0, 30.75, 33.24
1045, 21-6-2019, 9:29:0, 30.81, 33.24
1046, 21-6-2019, 9:30:0, 30.81, 33.72
1047, 21-6-2019, 9:31:0, 30.75, 33.72
1048, 21-6-2019, 9:32:0, 30.87, 33.72
1049, 21-6-2019, 9:33:0, 30.94, 34.21
1050, 21-6-2019, 9:34:0, 30.81, 34.7
1051, 21-6-2019, 9:35:0, 31.00, 35.19
1052, 21-6-2019, 9:36:0, 30.94, 35.19
1053, 21-6-2019, 9:37:0, 31.06, 35.68
1054, 21-6-2019, 9:38:0, 31.06, 35.68
1055, 21-6-2019, 9:39:0, 31.25, 35.68
1056, 21-6-2019, 9:40:0, 31.31, 35.68
1057, 21-6-2019, 9:41:0, 31.31, 35.19
1058, 21-6-2019, 9:42:0, 31.37, 35.19
1059, 21-6-2019, 9:43:0, 31.44, 35.19
1060, 21-6-2019, 9:44:0, 31.56, 35.68
1061, 21-6-2019, 9:45:0, 31.56, 35.68
1062, 21-6-2019, 9:46:0, 31.62, 35.19
1063, 21-6-2019, 9:47:0, 31.69, 35.68
1064, 21-6-2019, 9:48:0, 31.87, 35.68
1065, 21-6-2019, 9:49:0, 31.87, 35.19
1066, 21-6-2019, 9:50:0, 31.94, 35.68
1067, 21-6-2019, 9:51:0, 32.00, 35.19
1068, 21-6-2019, 9:52:0, 32.00, 34.7
1069, 21-6-2019, 9:53:0, 32.13, 34.7
1070, 21-6-2019, 9:54:0, 32.06, 35.19
1071, 21-6-2019, 9:55:0, 32.25, 35.68
1072, 21-6-2019, 9:56:0, 32.13, 35.19
1073, 21-6-2019, 9:57:0, 32.31, 35.19
1074, 21-6-2019, 9:58:0, 32.25, 35.19
1075, 21-6-2019, 9:59:0, 32.38, 35.19
1076, 21-6-2019, 10:0:0, 32.31, 35.19
1077, 21-6-2019, 10:1:0, 32.44, 35.68
1078, 21-6-2019, 10:2:0, 32.44, 35.19
1079, 21-6-2019, 10:3:0, 32.44, 34.7
1080, 21-6-2019, 10:4:0, 32.50, 34.7
1081, 21-6-2019, 10:5:0, 32.56, 34.7
1082, 21-6-2019, 10:6:0, 32.56, 35.19
1083, 21-6-2019, 10:7:0, 32.69, 35.19
1084, 21-6-2019, 10:8:0, 32.56, 35.68
1085, 21-6-2019, 10:9:0, 32.63, 36.17
1086, 21-6-2019, 10:10:0, 32.69, 36.17
1087, 21-6-2019, 10:11:0, 32.69, 36.17
1088, 21-6-2019, 10:12:0, 32.75, 36.17
1089, 21-6-2019, 10:13:0, 32.88, 36.17
1090, 21-6-2019, 10:14:0, 32.94, 36.17
1091, 21-6-2019, 10:15:0, 32.88, 36.17
1092, 21-6-2019, 10:16:0, 33.06, 36.17
1093, 21-6-2019, 10:17:0, 33.00, 35.68
1094, 21-6-2019, 10:18:0, 33.06, 36.17
1095, 21-6-2019, 10:19:0, 33.25, 36.17
1096, 21-6-2019, 10:20:0, 33.25, 35.68
1097, 21-6-2019, 10:21:0, 33.19, 35.68
1098, 21-6-2019, 10:22:0, 33.25, 35.68
1099, 21-6-2019, 10:23:0, 33.44, 35.68
1100, 21-6-2019, 10:24:0, 33.38, 35.68
1101, 21-6-2019, 10:25:0, 33.50, 36.17
1102, 21-6-2019, 10:26:0, 33.56, 36.66
1103, 21-6-2019, 10:27:0, 33.63, 36.66
1104, 21-6-2019, 10:28:0, 33.69, 36.66
1105, 21-6-2019, 10:29:0, 33.75, 37.15
1106, 21-6-2019, 10:30:0, 33.75, 36.66
1107, 21-6-2019, 10:31:0, 33.75, 36.66
1108, 21-6-2019, 10:32:0, 33.94, 37.15
1109, 21-6-2019, 10:33:0, 33.94, 36.66
1110, 21-6-2019, 10:34:0, 34.06, 37.15
1111, 21-6-2019, 10:35:0, 34.00, 37.63
1112, 21-6-2019, 10:36:0, 34.13, 37.15
1113, 21-6-2019, 10:37:0, 34.00, 35.68
1114, 21-6-2019, 10:38:0, 34.19, 36.17
1115, 21-6-2019, 10:39:0, 34.13, 36.66
1116, 21-6-2019, 10:40:0, 34.19, 36.66
1117, 21-6-2019, 10:41:0, 34.25, 35.68
1118, 21-6-2019, 10:42:0, 34.31, 36.66
1119, 21-6-2019, 10:43:0, 34.38, 36.17
1120, 21-6-2019, 10:44:0, 34.38, 36.17
1121, 21-6-2019, 10:45:0, 34.44, 37.15
1122, 21-6-2019, 10:46:0, 34.38, 37.63
1123, 21-6-2019, 10:47:0, 34.50, 37.63
1124, 21-6-2019, 10:48:0, 34.56, 37.15
1125, 21-6-2019, 10:49:0, 34.56, 37.15
1126, 21-6-2019, 10:50:0, 34.63, 37.63
1127, 21-6-2019, 10:51:0, 34.63, 37.15
1128, 21-6-2019, 10:52:0, 34.69, 37.15
1129, 21-6-2019, 10:53:0, 34.63, 36.17
1130, 21-6-2019, 10:54:0, 34.63, 36.66
1131, 21-6-2019, 10:55:0, 34.75, 35.68
1132, 21-6-2019, 10:56:0, 34.75, 36.17
1133, 21-6-2019, 10:57:0, 34.75, 36.66
1134, 21-6-2019, 10:58:0, 34.75, 36.66
1135, 21-6-2019, 10:59:0, 34.81, 37.15
1136, 21-6-2019, 11:0:0, 34.69, 37.15
1137, 21-6-2019, 11:1:0, 34.75, 37.63
1138, 21-6-2019, 11:2:0, 34.88, 38.12
1139, 21-6-2019, 11:3:0, 34.94, 38.12
1140, 21-6-2019, 11:4:0, 35.19, 38.12
1141, 21-6-2019, 11:5:0, 35.25, 38.12
1142, 21-6-2019, 11:6:0, 35.25, 38.12
1143, 21-6-2019, 11:7:0, 35.25, 37.15
1144, 21-6-2019, 11:8:0, 35.31, 37.63
1145, 21-6-2019, 11:9:0, 35.38, 37.63
1146, 21-6-2019, 11:10:0, 35.38, 37.63
1147, 21-6-2019, 11:11:0, 35.50, 37.63
1148, 21-6-2019, 11:12:0, 35.50, 38.61
1149, 21-6-2019, 11:13:0, 35.63, 38.61
1150, 21-6-2019, 11:14:0, 35.56, 38.61
1151, 21-6-2019, 11:15:0, 35.63, 38.61
1152, 21-6-2019, 11:16:0, 35.75, 38.61
1153, 21-6-2019, 11:17:0, 35.81, 38.12
1154, 21-6-2019, 11:18:0, 35.88, 38.12
1155, 21-6-2019, 11:19:0, 35.88, 37.63
1156, 21-6-2019, 11:20:0, 36.00, 38.12
1157, 21-6-2019, 11:21:0, 35.88, 37.15
1158, 21-6-2019, 11:22:0, 35.94, 37.63
1159, 21-6-2019, 11:23:0, 35.88, 38.12
1160, 21-6-2019, 11:24:0, 35.88, 37.63
1161, 21-6-2019, 11:25:0, 35.81, 36.17
1162, 21-6-2019, 11:26:0, 35.81, 36.66
1163, 21-6-2019, 11:27:0, 35.81, 37.15
1164, 21-6-2019, 11:28:0, 35.88, 37.63
1165, 21-6-2019, 11:29:0, 36.06, 38.12
1166, 21-6-2019, 11:30:0, 36.00, 37.63
1167, 21-6-2019, 11:31:0, 36.00, 38.12
1168, 21-6-2019, 11:32:0, 36.00, 38.61
1169, 21-6-2019, 11:33:0, 36.31, 39.1
1170, 21-6-2019, 11:34:0, 36.25, 39.59
1171, 21-6-2019, 11:35:0, 36.25, 39.59
1172, 21-6-2019, 11:36:0, 36.50, 39.1
1173, 21-6-2019, 11:37:0, 36.44, 39.1
1174, 21-6-2019, 11:38:0, 36.50, 39.1
1175, 21-6-2019, 11:39:0, 36.63, 38.12
1176, 21-6-2019, 11:40:0, 36.44, 37.15
1177, 21-6-2019, 11:41:0, 36.38, 38.12
1178, 21-6-2019, 11:42:0, 36.56, 38.12
1179, 21-6-2019, 11:43:0, 36.44, 38.12
1180, 21-6-2019, 11:44:0, 36.63, 38.61
1181, 21-6-2019, 11:45:0, 36.69, 39.1
1182, 21-6-2019, 11:46:0, 36.69, 38.61
1183, 21-6-2019, 11:47:0, 36.81, 39.1
1184, 21-6-2019, 11:48:0, 36.81, 38.61
1185, 21-6-2019, 11:49:0, 36.88, 39.1
1186, 21-6-2019, 11:50:0, 36.81, 39.1
1187, 21-6-2019, 11:51:0, 37.06, 39.1
1188, 21-6-2019, 11:52:0, 36.94, 39.59
1189, 21-6-2019, 11:53:0, 37.13, 40.08
1190, 21-6-2019, 11:54:0, 37.13, 39.1
1191, 21-6-2019, 11:55:0, 37.25, 39.1
1192, 21-6-2019, 11:56:0, 37.25, 39.1
1193, 21-6-2019, 11:57:0, 37.25, 39.1
1194, 21-6-2019, 11:58:0, 37.25, 39.1
1195, 21-6-2019, 11:59:0, 37.19, 39.1
1196, 21-6-2019, 12:0:0, 37.31, 39.59
1197, 21-6-2019, 12:1:0, 37.31, 40.08
1198, 21-6-2019, 12:2:0, 37.44, 39.1
1199, 21-6-2019, 12:3:0, 37.38, 38.12
1200, 21-6-2019, 12:4:0, 37.31, 38.61
1201, 21-6-2019, 12:5:0, 37.31, 39.59
1202, 21-6-2019, 12:6:0, 37.44, 40.08
1203, 21-6-2019, 12:7:0, 37.50, 39.59
1204, 21-6-2019, 12:8:0, 37.56, 38.61
1205, 21-6-2019, 12:9:0, 37.56, 39.1
1206, 21-6-2019, 12:10:0, 37.56, 38.61
1207, 21-6-2019, 12:11:0, 37.44, 38.61
1208, 21-6-2019, 12:12:0, 37.38, 39.1
1209, 21-6-2019, 12:13:0, 37.38, 39.59
1210, 21-6-2019, 12:14:0, 37.50, 39.59
1211, 21-6-2019, 12:15:0, 37.56, 39.1
1212, 21-6-2019, 12:16:0, 37.56, 39.59
1213, 21-6-2019, 12:17:0, 37.75, 40.08
1214, 21-6-2019, 12:18:0, 37.75, 40.08
1215, 21-6-2019, 12:19:0, 37.63, 39.59
1216, 21-6-2019, 12:20:0, 37.81, 40.08
1217, 21-6-2019, 12:21:0, 37.81, 39.1
1218, 21-6-2019, 12:22:0, 37.63, 39.1
1219, 21-6-2019, 12:23:0, 37.75, 39.1
1220, 21-6-2019, 12:24:0, 37.81, 39.59
1221, 21-6-2019, 12:25:0, 37.88, 39.59
1222, 21-6-2019, 12:26:0, 37.81, 39.1
1223, 21-6-2019, 12:27:0, 37.88, 39.1
1224, 21-6-2019, 12:28:0, 37.94, 39.1
1225, 21-6-2019, 12:29:0, 37.81, 38.61
1226, 21-6-2019, 12:30:0, 37.75, 38.12
1227, 21-6-2019, 12:31:0, 37.75, 38.12
1228, 21-6-2019, 12:32:0, 37.69, 38.61
1229, 21-6-2019, 12:33:0, 37.81, 39.59
1230, 21-6-2019, 12:34:0, 37.88, 39.1
1231, 21-6-2019, 12:35:0, 37.94, 40.08
1232, 21-6-2019, 12:36:0, 37.88, 40.08
1233, 21-6-2019, 12:37:0, 38.06, 40.57
1234, 21-6-2019, 12:38:0, 37.94, 39.59
1235, 21-6-2019, 12:39:0, 37.88, 39.59
1236, 21-6-2019, 12:40:0, 38.06, 40.08
1237, 21-6-2019, 12:41:0, 37.94, 39.1
1238, 21-6-2019, 12:42:0, 37.94, 39.1
1239, 21-6-2019, 12:43:0, 38.06, 39.59
1240, 21-6-2019, 12:44:0, 38.00, 39.1
1241, 21-6-2019, 12:45:0, 38.00, 38.61
1242, 21-6-2019, 12:46:0, 37.94, 39.1
1243, 21-6-2019, 12:47:0, 37.94, 38.61
1244, 21-6-2019, 12:48:0, 38.00, 39.1
1245, 21-6-2019, 12:49:0, 38.00, 39.59
1246, 21-6-2019, 12:50:0, 38.00, 39.59
1247, 21-6-2019, 12:51:0, 38.06, 40.08
1248, 21-6-2019, 12:52:0, 38.06, 40.57
1249, 21-6-2019, 12:53:0, 38.13, 41.06
1250, 21-6-2019, 12:54:0, 38.19, 40.57
1251, 21-6-2019, 12:55:0, 38.13, 40.57
1252, 21-6-2019, 12:56:0, 38.19, 41.06
1253, 21-6-2019, 12:57:0, 38.25, 41.06
1254, 21-6-2019, 12:58:0, 38.38, 40.57
1255, 21-6-2019, 12:59:0, 38.44, 41.06
1256, 21-6-2019, 13:0:0, 38.50, 41.06
1257, 21-6-2019, 13:1:0, 38.44, 41.54
1258, 21-6-2019, 13:2:0, 38.56, 41.54
1259, 21-6-2019, 13:3:0, 38.63, 41.06
1260, 21-6-2019, 13:4:0, 38.63, 41.06
1261, 21-6-2019, 13:5:0, 38.56, 40.08
1262, 21-6-2019, 13:6:0, 38.75, 40.57
1263, 21-6-2019, 13:7:0, 38.88, 41.06
1264, 21-6-2019, 13:8:0, 38.88, 41.06
1265, 21-6-2019, 13:9:0, 38.94, 41.06
1266, 21-6-2019, 13:10:0, 38.94, 41.54
1267, 21-6-2019, 13:11:0, 38.94, 41.54
1268, 21-6-2019, 13:12:0, 39.13, 41.06
1269, 21-6-2019, 13:13:0, 39.19, 41.54
1270, 21-6-2019, 13:14:0, 39.19, 40.57
1271, 21-6-2019, 13:15:0, 39.19, 40.08
1272, 21-6-2019, 13:16:0, 39.06, 39.1
1273, 21-6-2019, 13:17:0, 39.00, 39.1
1274, 21-6-2019, 13:18:0, 39.06, 40.57
1275, 21-6-2019, 13:19:0, 39.19, 41.06
1276, 21-6-2019, 13:20:0, 39.06, 40.57
1277, 21-6-2019, 13:21:0, 39.25, 41.06
1278, 21-6-2019, 13:22:0, 39.13, 41.06
1279, 21-6-2019, 13:23:0, 39.25, 40.57
1280, 21-6-2019, 13:24:0, 39.06, 39.59
1281, 21-6-2019, 13:25:0, 39.06, 39.59
1282, 21-6-2019, 13:26:0, 38.94, 39.1
1283, 21-6-2019, 13:27:0, 39.00, 39.59
1284, 21-6-2019, 13:28:0, 38.94, 39.1
1285, 21-6-2019, 13:29:0, 39.00, 40.08
1286, 21-6-2019, 13:30:0, 38.81, 39.59
1287, 21-6-2019, 13:31:0, 38.81, 39.59
1288, 21-6-2019, 13:32:0, 39.00, 40.08
1289, 21-6-2019, 13:33:0, 38.94, 40.57
1290, 21-6-2019, 13:34:0, 38.94, 40.08
1291, 21-6-2019, 13:35:0, 39.00, 40.57
1292, 21-6-2019, 13:36:0, 38.88, 40.08
1293, 21-6-2019, 13:37:0, 38.94, 40.08
1294, 21-6-2019, 13:38:0, 38.88, 39.59
1295, 21-6-2019, 13:39:0, 38.94, 39.59
1296, 21-6-2019, 13:40:0, 38.94, 40.57
1297, 21-6-2019, 13:41:0, 38.88, 39.59
1298, 21-6-2019, 13:42:0, 38.88, 39.59
1299, 21-6-2019, 13:43:0, 38.94, 39.59
1300, 21-6-2019, 13:44:0, 38.88, 39.1
1301, 21-6-2019, 13:45:0, 38.81, 40.08
1302, 21-6-2019, 13:46:0, 38.69, 39.59
1303, 21-6-2019, 13:47:0, 38.69, 39.1
1304, 21-6-2019, 13:48:0, 38.75, 39.59
1305, 21-6-2019, 13:49:0, 38.81, 39.1
1306, 21-6-2019, 13:50:0, 38.69, 39.59
1307, 21-6-2019, 13:51:0, 38.81, 40.08
1308, 21-6-2019, 13:52:0, 38.81, 40.57
1309, 21-6-2019, 13:53:0, 38.94, 41.06
1310, 21-6-2019, 13:54:0, 39.00, 42.03
1311, 21-6-2019, 13:55:0, 39.13, 42.03
1312, 21-6-2019, 13:56:0, 39.13, 42.03
1313, 21-6-2019, 13:57:0, 39.19, 41.54
1314, 21-6-2019, 13:58:0, 39.13, 42.03
1315, 21-6-2019, 13:59:0, 39.19, 42.03
1316, 21-6-2019, 14:0:0, 39.31, 42.03
1317, 21-6-2019, 14:1:0, 39.38, 41.06
1318, 21-6-2019, 14:2:0, 39.31, 41.54
1319, 21-6-2019, 14:3:0, 39.38, 41.54
1320, 21-6-2019, 14:4:0, 39.50, 42.03
1321, 21-6-2019, 14:5:0, 39.50, 42.03
1322, 21-6-2019, 14:6:0, 39.56, 42.03
1323, 21-6-2019, 14:7:0, 39.44, 41.54
1324, 21-6-2019, 14:8:0, 39.50, 40.08
1325, 21-6-2019, 14:9:0, 39.31, 39.59
1326, 21-6-2019, 14:10:0, 39.44, 40.57
1327, 21-6-2019, 14:11:0, 39.38, 41.06
1328, 21-6-2019, 14:12:0, 39.44, 41.54
1329, 21-6-2019, 14:13:0, 39.44, 42.03
1330, 21-6-2019, 14:14:0, 39.50, 42.03
1331, 21-6-2019, 14:15:0, 39.56, 42.03
1332, 21-6-2019, 14:16:0, 39.69, 41.54
1333, 21-6-2019, 14:17:0, 39.75, 42.03
1334, 21-6-2019, 14:18:0, 39.69, 42.03
